SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CODE_GENDER_F,CODE_GENDER_M,CODE_GENDER_XNA,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,HOUSETYPE_MODE_block of flats,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_terraced house,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Wooden,EMERGENCYSTATE_MODE_No,EMERGENCYSTATE_MODE_Yes,DAYS_EMPLOYED_ANOMALIE,1,EXT_SOURCE_1^2,EXT_SOURCE_1 EXT_SOURCE_2,EXT_SOURCE_1 EXT_SOURCE_3,EXT_SOURCE_1 DAYS_BIRTH,EXT_SOURCE_2^2,EXT_SOURCE_2 EXT_SOURCE_3,EXT_SOURCE_2 DAYS_BIRTH,EXT_SOURCE_3^2,EXT_SOURCE_3 DAYS_BIRTH,DAYS_BIRTH^2,EXT_SOURCE_1^3,EXT_SOURCE_1^2 EXT_SOURCE_2,EXT_SOURCE_1^2 EXT_SOURCE_3,EXT_SOURCE_1^2 DAYS_BIRTH,EXT_SOURCE_1 EXT_SOURCE_2^2,EXT_SOURCE_1 EXT_SOURCE_2 EXT_SOURCE_3,EXT_SOURCE_1 EXT_SOURCE_2 DAYS_BIRTH,EXT_SOURCE_1 EXT_SOURCE_3^2,EXT_SOURCE_1 EXT_SOURCE_3 DAYS_BIRTH,EXT_SOURCE_1 DAYS_BIRTH^2,EXT_SOURCE_2^3,EXT_SOURCE_2^2 EXT_SOURCE_3,EXT_SOURCE_2^2 DAYS_BIRTH,EXT_SOURCE_2 EXT_SOURCE_3^2,EXT_SOURCE_2 EXT_SOURCE_3 DAYS_BIRTH,EXT_SOURCE_2 DAYS_BIRTH^2,EXT_SOURCE_3^3,EXT_SOURCE_3^2 DAYS_BIRTH,EXT_SOURCE_3 DAYS_BIRTH^2,DAYS_BIRTH^3,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,ANNUITY_INCOME_PERC,PAYMENT_RATE,DEBT_CREDIT_RATIO,REGION_POPULATION_GROUP
322225,0,0.0,1.0,1.0,0.0,0.0032391841256895,0.3747865168539325,0.1957051630708487,0.3258426966292135,0.4299954431533379,0.0228581200478823,0.972438391699092,0.370477789650435,1.0,1.0,0.0,1.0,1.0,0.0,0.0526315789473684,0.5,0.5,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.2929428419091108,0.6932064001970135,0.4161474015854631,0.1227,0.1484,0.9896,0.0,0.4138,0.1667,0.1363,0.1409,0.001,0.125,0.154,0.9896,0.0,0.4138,0.1667,0.1394,0.1468,0.0011,0.1239,0.1484,0.9896,0.0,0.4138,0.1667,0.1386,0.1434,0.0011,0.111,0.0,0.0,0.0,0.0,0.5894862604540024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003831417624521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0919908470811081,0.2339506283469007,0.1382254946750257,0.1833289277149218,0.4805351539359512,0.3160013296370099,0.4434824076498355,0.1734650958290862,0.2632856130983588,0.2992142019024884,0.027992101399735,0.0728427891734359,0.0440581566035432,0.0581952792748386,0.1757867619674112,0.1042872752047826,0.1465170484671577,0.0581399245160111,0.0875691690522823,0.1121294297512896,0.3331100583215914,0.2216340825664133,0.3237632331277492,0.1333536644921494,0.1994304900587629,0.2694025553274225,0.0722469020367952,0.1140359901742786,0.1602169978405275,0.197053602949931,0.036760838558122,0.0011218834345496,0.0813205471977055,0.0708041653713234,0.0131642260679881,0.0
271653,0,0.0,0.0,0.0,0.0,0.0009309769102338,0.1011235955056179,0.1519308636006527,0.1011235955056179,0.1331168831168831,0.0668072735564042,0.8166747730220493,0.7389711494428332,1.0,1.0,1.0,1.0,0.0,0.0,0.0526315789473684,0.5,0.5,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.6074377262041286,0.5715962769223457,0.6344537768437696,0.0876,0.0761,0.9811,0.4,0.3448,0.3333,0.04835,0.374,0.0035,0.084,0.0745,0.9811,0.4028,0.3448,0.3333,0.0461,0.3896,0.0011,0.0874,0.0757,0.9811,0.4,0.3448,0.3333,0.0489,0.3807,0.0031,0.2941,0.2765957446808511,0.0,0.2765957446808511,0.0,0.6021505376344086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3760900030560695,0.3896878549890275,0.425600844621974,0.2453758109713992,0.3267223506103533,0.3970606828060244,0.2404725787298845,0.4028050081386218,0.2638343076732926,0.071542940980969,0.2307703982310923,0.2451009754274482,0.2739892651474233,0.1563197419049616,0.2414380043127718,0.2647067932528429,0.1604882168310288,0.2727235816079926,0.1772982922287111,0.0977131875935319,0.1867532925769468,0.2296314455050638,0.1447583315234005,0.2553371814157086,0.1647865977700333,0.0960623519195855,0.255648134557047,0.1741352586242271,0.1055584091288016,0.0353220197336257,0.1632723613663661,0.0013047759989612,0.1915586843648848,0.5562925586393817,0.0467640395537328,0.0
106268,0,0.0,0.0,0.0,0.0,0.0028544829231136,0.1129887640449438,0.2296690235893717,0.1011235955056179,0.1491797676008202,0.0847061506013794,0.8015969520103762,0.5678522362998015,1.0,1.0,0.0,1.0,0.0,1.0,0.0526315789473684,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.5202542296353716,0.7681394583003133,0.2821330443926144,0.4454,0.3305,0.9781,0.48,0.4138,0.3333,0.0,0.2917,0.0,0.4538,0.343,0.9782,0.4834,0.4138,0.3333,0.0,0.3039,0.0,0.4497,0.3305,0.9781,0.48,0.4138,0.3333,0.0,0.2969,0.0,0.3461,0.0,0.0,0.0,0.0,0.8360812425328554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1455859471561975,0.325979674024915,0.117909372788285,0.1550244114088899,0.5900382614500997,0.2375555674068475,0.3322629735226137,0.0798378221696124,0.1206663455463856,0.0814544564144652,0.0556581239798229,0.1276267377755632,0.0472612790180273,0.0622211307303129,0.2714125693475542,0.0985817233048821,0.1380328651939079,0.0336481105224628,0.0504946035288199,0.0636555972406601,0.4532316836051627,0.1846249361175175,0.2687884473454588,0.0680111412003694,0.1013668412831658,0.1364694074589918,0.0225587811191481,0.0354867824877927,0.0496492450336968,0.0409081158908956,0.2012818495677563,0.0033415094333731,0.1068478464052495,0.8235984096895386,0.0195743618394423,1.0
266995,0,0.0,0.0,0.0,0.0,0.0011233275115218,0.1974044943820224,0.0962107934973107,0.1629213483146067,0.5583276372750057,0.1341275722510403,0.9712629701686122,0.8438406350175546,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.5202542296353716,0.8445353413020863,0.4603747706347075,0.0876,0.0761,0.9821,0.0,0.1379,0.1667,0.04835,0.0745,0.0035,0.084,0.0745,0.9816,0.0,0.1379,0.1667,0.0461,0.0731,0.0011,0.0874,0.0757,0.9821,0.0,0.1379,0.1667,0.0489,0.0749,0.0031,0.0689,0.0,0.0,0.0,0.0,0.9995221027479092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4004923690282635,0.5941395647936648,0.3187810163958455,0.4465320306968014,0.7132399678113553,0.4258428971538043,0.6202647910053584,0.2122378035128567,0.3343828846265893,0.4267468063397922,0.2535772046523232,0.3856202321759057,0.2117785948748521,0.2906710785218347,0.5438831874333452,0.2929549119714239,0.4271671785099745,0.1482839149724401,0.2318538143494679,0.3113388567335827,0.6023563702460933,0.3638750643372915,0.5516752525867997,0.1987790867634577,0.3085300871443371,0.4325615469108332,0.0977766050643865,0.1601762104506969,0.2335900156793218,0.3129893919520161,0.187558222546074,0.0007685866473439,0.1066398564605927,0.0544988965125649,0.0495099060263682,0.5
447645,0,0.0,0.0,1.0,0.0,0.0015080287140977,0.1043258426966292,0.1257629781833565,0.0831460674157303,0.5885737069947596,0.0587128769309696,0.6410100518806745,0.7647687375973133,1.0,1.0,0.0,1.0,0.0,0.0,0.0526315789473684,1.0,0.5,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.4035342228518702,0.5484051990027,0.6966204761877722,0.1021,0.1084,0.9796,0.0,0.2069,0.1667,0.0358,0.0915,0.0,0.104,0.1124,0.9796,0.0,0.2069,0.1667,0.0366,0.0954,0.0,0.1031,0.1084,0.9796,0.0,0.2069,0.1667,0.0364,0.0932,0.0,0.0802,0.0,0.0,0.0,0.0,0.5816009557945042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076628352490421,0.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1700159817722905,0.2514711352149758,0.3142704363882082,0.298052550981604,0.3007483096441483,0.4182435877033497,0.4150122702607698,0.4855292371436855,0.5212284622661948,0.4593636928429406,0.0702170450764225,0.1063837809908963,0.1360834513831935,0.1271910399131042,0.1494820699507759,0.1875411656212314,0.1862934656208986,0.2211068830609391,0.2355197602576785,0.2148715072912073,0.1649319495838871,0.2320683639329862,0.2396906467491843,0.2952886107467627,0.3122320402463082,0.298216580116288,0.3383166099650121,0.3775639323611088,0.3751382239828876,0.3451165543502958,0.0796952687548667,0.0019660602402758,0.1066375454612077,0.4114946559519057,0.1086946778874368,0.5
266271,0,0.0,0.0,1.0,0.0,0.0003539251063698,0.0103865168539325,0.0295924739630547,0.0078651685393258,0.7772841193893825,0.0937695947101408,0.7655642023346303,0.2566020454892382,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.5202542296353716,0.309016709085848,0.0398172215403752,0.0876,0.0761,0.9821,0.0,0.1379,0.1667,0.04835,0.0745,0.0035,0.084,0.0745,0.9816,0.0,0.1379,0.1667,0.0461,0.0731,0.0011,0.0874,0.0757,0.9821,0.0,0.1379,0.1667,0.0489,0.0749,0.0031,0.0689,0.0425531914893617,0.1428571428571428,0.0425531914893617,0.1428571428571428,0.9249701314217444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4222634567317884,0.2232239935900238,0.0286467451013694,0.5607761292760075,0.0954913673193963,0.0136585967034227,0.2768795985604325,0.001630482633433,0.0355903990384673,0.6849134152737518,0.2745208557288187,0.1487648948880259,0.0195689331212471,0.3739027227744107,0.0747691255313581,0.0096481885229043,0.1957942563320467,0.0011699209969322,0.0254293860865115,0.4767907039635171,0.0295084343829801,0.0042704478257511,0.0901076343230238,0.0005588821991806,0.012072686379518,0.2355653472714212,6.58584728964037e-05,0.0015014119129339,0.0304245996098441,0.5919129856559509,0.165109021973009,0.0036101706244426,0.0885516642736068,0.7124364790467339,0.145706011915398,0.0
308653,0,0.0,0.0,1.0,0.1052631578947368,0.0011233275115218,0.2243258426966292,0.1168389033258798,0.1853932584269662,0.4191159717475507,0.0816850025651257,0.6957684824902723,0.2324835902915585,1.0,1.0,0.0,1.0,0.0,0.0,0.1578947368421052,0.5,0.5,0.6956521739130435,0.0,0.0,0.0,0.0,1.0,1.0,0.5202542296353716,0.748025838577152,0.4409521126939995,0.1237,0.1,0.9841,0.0,0.2759,0.1667,0.0284,0.1075,0.0374,0.1261,0.1038,0.9841,0.0,0.2759,0.1667,0.029,0.112,0.0396,0.1249,0.1,0.9841,0.0,0.2759,0.1667,0.0289,0.1095,0.0382,0.0927,0.1489361702127659,0.0,0.1489361702127659,0.0,0.5347670250896057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003831417624521,0.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2926530519667887,0.4498962577084053,0.2610398029159303,0.3268741644967075,0.5595426912162377,0.3612872089735777,0.4725487165649022,0.1947293804091447,0.2754651704172811,0.289210656572743,0.1584462851428893,0.2496369437945004,0.1482630993167469,0.1827011496686833,0.3647777396511282,0.2124854027036302,0.2782226437469639,0.1163129206870636,0.1633007359301231,0.1962325618462306,0.4185524042951209,0.2734350935858941,0.3722646076884794,0.1615393281974271,0.2251497087528483,0.2834575689900869,0.0859306623213776,0.1264088338198437,0.1655219518144745,0.1886526267506363,0.1328474490935366,0.0006650102042827,0.1279380267934486,0.0713429757528133,0.1294732479298379,0.0
238924,1,0.0,0.0,1.0,0.0,0.0010848573912642,0.1248539325842696,0.1070888982897202,0.1011235955056179,0.2872522214627478,0.1251781337285527,0.9993109597924772,0.99740497633949,1.0,1.0,1.0,1.0,0.0,0.0,0.0526315789473684,0.5,0.5,0.4782608695652174,0.0,0.0,0.0,0.0,1.0,1.0,0.5202542296353716,0.086007575635218,0.0727772653625463,0.0876,0.0761,0.9821,0.0,0.1379,0.1667,0.04835,0.0745,0.0035,0.084,0.0745,0.9816,0.0,0.1379,0.1667,0.0461,0.0731,0.0011,0.0874,0.0757,0.9821,0.0,0.1379,0.1667,0.0489,0.0749,0.0031,0.0689,0.0425531914893617,0.0,0.0425531914893617,0.0,0.8977299880525687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.003831417624521,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1224484353275241,0.0334786905740694,0.0280268248031146,0.1764315094936729,0.0073973180965989,0.006902454900539,0.0459652252126568,0.0053760834291236,0.0385598894992068,0.1780069765790518,0.042950138804486,0.012022669840376,0.0103150794512124,0.064680860661319,0.0031210836747256,0.0026273387099778,0.0175150451842858,0.0020783545295262,0.0148260941064636,0.0898826052512437,0.0006362260420379,0.0006006565825885,0.0041634701955447,0.0005128149107971,0.003639024408479,0.0233256392673489,0.0003942218552898,0.0029524685513743,0.0196326799843789,0.1028020291701283,0.2406330264872101,0.0012120403973113,0.1213429103424342,0.2421057815018628,0.1858059393270882,1.0
159211,0,0.0,0.0,1.0,0.0,0.0017003793153857,0.3552089887640449,0.2368203702584557,0.3258426966292135,0.8767372977899295,0.0937695947101408,0.9258673800259404,0.7208059838192642,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.5202542296353716,0.8515656648392795,0.6005298648519538,0.0371,0.0338,0.9697,0.0,0.1034,0.125,0.0,0.0334,0.0047,0.0378,0.0351,0.9697,0.0,0.1034,0.125,0.0,0.0348,0.0049,0.0375,0.0338,0.9697,0.0,0.1034,0.125,0.0,0.034,0.0048,0.0303,0.0,0.0,0.0,0.0,0.94026284348865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6816517506471952,0.781486980386391,0.5923791637371867,0.7728634563889915,0.7251641057006115,0.611634864914345,0.8254936279224495,0.4306338083594349,0.6288363610485902,0.8190733408141405,0.5628754788972018,0.6616465279503192,0.5133286513635521,0.6529509249890225,0.721338669137327,0.5488789334219576,0.7415960786131961,0.3924750654436552,0.5686736937067657,0.7099162894263756,0.6175248640786104,0.5269815763801101,0.7403215722564253,0.4066830050013383,0.5848932678096038,0.7598376003529727,0.2825937049309699,0.4289626751245797,0.5797408386483673,0.7572898711250683,0.165109021973009,0.0005994511075725,0.1762228924455237,0.1472577605375827,0.0,1.0
137604,0,0.0,1.0,1.0,0.0,0.0012002677520369,0.2490786516853932,0.2419975423541024,0.2134831460674157,0.5462519936204147,0.0309525166733169,0.695201037613489,0.8780338879560372,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.5202542296353716,0.5509918216696883,0.6005298648519538,0.0876,0.0761,0.9821,0.0,0.1379,0.1667,0.04835,0.0745,0.0035,0.084,0.0745,0.9816,0.0,0.1379,0.1667,0.0461,0.0731,0.0011,0.0874,0.0757,0.9821,0.0,0.1379,0.1667,0.0489,0.0749,0.0031,0.0689,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544161571134182,0.364662895235225,0.3755182307012428,0.4145839451021952,0.3035920348486819,0.3478797426270958,0.3997638778260017,0.3327574341537104,0.4136590212572141,0.4139973166652076,0.2111233771176631,0.2226581974042548,0.2346858036725485,0.2541163476207458,0.2177890821476196,0.2251418788434054,0.2590001828221633,0.2187130051926221,0.269805195099036,0.2856753632025609,0.1672767413571421,0.1939364224399507,0.2319729203683063,0.2033306309618969,0.2489868096309094,0.2754060152743653,0.1919517625637869,0.2480858410717909,0.2854463364316141,0.3006950695882783,0.0438463861698875,0.0006301892865991,0.2432527113260461,0.3060741637656337,0.0,1.0
